,Source.Name,Assigned_Breach_Number,Date_Reported_To_OCA,Organization_Name,Breach_Type_Description,Breach_Occur_at_the_Reporting_Entity?,MA_Residents_Affected,SSNBreached,Account_Number_Breached,Drivers_Licenses_Breached,Credit_Debit_Numbers_Breached,Provided_Credit_Monitoring,Data_Encrypted,Mobile_Device_Lost_Stolen,Reported_Year
3699,Data Breach Web Report 2021 Final,23243,2021-09-30,"Beth Moore & Associates, CPAs",Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
3700,Data Breach Web Report 2021 Final,23228,2021-10-01,The Young Men’s and Young Women's Hebrew Association d/b/a The 92nd Street Y,Electronic,Yes,579.0,Yes,Yes,Yes,No,Yes,No,No,2021
3701,Data Breach Web Report 2021 Final,23229,2021-10-01,"Pulmuone Foods USA, Inc.",Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2021
3702,Data Breach Web Report 2021 Final,23230,2021-10-01,First National Bank Northwest Florida,Electronic,Yes,2.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3703,Data Breach Web Report 2021 Final,23231,2021-10-01,OSF HealthCare System,Electronic,Yes,5.0,Yes,Yes,No,No,Yes,No,No,2021
3704,Data Breach Web Report 2021 Final,23232,2021-10-01,Watertown Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3705,Data Breach Web Report 2021 Final,23233,2021-10-01,Steven L. Sugarman & Associates,Electronic,Yes,2.0,No,Yes,No,No,Yes,No,No,2021
3706,Data Breach Web Report 2021 Final,23234,2021-10-01,Unitarian Universalist Association,Electronic,Yes,2.0,No,Yes,Yes,No,Yes,No,No,2021
3707,Data Breach Web Report 2021 Final,23235,2021-10-01,Nations Lending Corporation,Electronic,No,3.0,Yes,No,No,No,Yes,No,No,2021
3708,Data Breach Web Report 2021 Final,23236,2021-10-01,WINCHESTER SAVINGS BANK,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3709,Data Breach Web Report 2021 Final,23237,2021-10-01,AV-Tech Media Solutions,Electronic,Yes,1.0,Yes,No,No,Yes,Yes,No,No,2021
3710,Data Breach Web Report 2021 Final,23222,2021-10-04,The Menninger Clinic,Electronic,Yes,5.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3711,Data Breach Web Report 2021 Final,23223,2021-10-04,Mide Technology,Electronic,Yes,70.0,Yes,No,No,No,Yes,No,No,2021
3712,Data Breach Web Report 2021 Final,23224,2021-10-04,Adams Community Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
3713,Data Breach Web Report 2021 Final,23225,2021-10-04,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3714,Data Breach Web Report 2021 Final,23226,2021-10-04,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3715,Data Breach Web Report 2021 Final,23227,2021-10-04,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3716,Data Breach Web Report 2021 Final,23208,2021-10-04,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3717,Data Breach Web Report 2021 Final,23210,2021-10-04,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3718,Data Breach Web Report 2021 Final,23211,2021-10-04,"OneSource Virtual, Inc.",Electronic,Yes,33.0,Yes,No,No,No,Yes,No,No,2021
3719,Data Breach Web Report 2021 Final,23212,2021-10-04,Mass General Brigham,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3720,Data Breach Web Report 2021 Final,23213,2021-10-04,Foster LLP,Electronic,Yes,1.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3721,Data Breach Web Report 2021 Final,23214,2021-10-04,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3722,Data Breach Web Report 2021 Final,23215,2021-10-04,"Elder Services of Worcester Area, Inc.",Electronic,Yes,9.0,Yes,No,No,No,Yes,No,No,2021
3723,Data Breach Web Report 2021 Final,23216,2021-10-04,"WestMass ElderCare, Inc.",Electronic,No,119.0,Yes,No,No,No,Yes,No,No,2021
3724,Data Breach Web Report 2021 Final,23217,2021-10-04,"Center for Living & Working, Inc.",Electronic,Yes,249.0,Yes,No,No,No,Yes,No,No,2021
3725,Data Breach Web Report 2021 Final,23218,2021-10-04,Life Path,Electronic,Yes,423.0,Yes,No,No,No,Yes,No,No,2021
3726,Data Breach Web Report 2021 Final,23219,2021-10-04,"Southwest Boston Senior Services, dba Ethos",Electronic,Yes,199.0,Yes,No,No,No,Yes,No,Yes,2021
3727,Data Breach Web Report 2021 Final,23220,2021-10-05,Dune Deck Beach Club,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3728,Data Breach Web Report 2021 Final,23221,2021-10-05,SAVERS BANK,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3729,Data Breach Web Report 2021 Final,23244,2021-10-05,"Coughlin & Gerhart, LLP",Electronic,Yes,83.0,Yes,Yes,No,No,Yes,No,No,2021
3730,Data Breach Web Report 2021 Final,23245,2021-10-05,"Wells Fargo Bank, N.A",Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
3731,Data Breach Web Report 2021 Final,23279,2021-10-05,"MTG USA, Inc.",Electronic,Yes,118.0,No,No,No,Yes,Yes,No,No,2021
3732,Data Breach Web Report 2021 Final,23280,2021-10-05,Coghlin Electrical Contractors,Electronic,Yes,1004.0,Yes,No,No,No,Yes,No,No,2021
3733,Data Breach Web Report 2021 Final,23281,2021-10-05,Bergeron Financial,Electronic,Yes,12.0,Yes,Yes,Yes,No,Yes,No,No,2021
3734,Data Breach Web Report 2021 Final,23282,2021-10-05,William W. Meyer & Sons,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3735,Data Breach Web Report 2021 Final,23283,2021-10-05,The Village Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3736,Data Breach Web Report 2021 Final,23209,2021-10-06,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3737,Data Breach Web Report 2021 Final,22267,2021-10-07,Eastern Bank,Electronic,No,123.0,No,No,No,Yes,No,No,No,2021
3738,Data Breach Web Report 2021 Final,23247,2021-10-07,Spaulding Rehabilitation Network,Electronic,Yes,1.0,No,No,No,No,Yes,No,No,2021
3739,Data Breach Web Report 2021 Final,23273,2021-10-07,"Senior Living, LLC d/b/a Bridgeway",Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
3740,Data Breach Web Report 2021 Final,23274,2021-10-07,Dallas Independent School District,Electronic,Yes,42.0,Yes,No,No,No,Yes,No,No,2021
3741,Data Breach Web Report 2021 Final,23275,2021-10-07,1st MidAmerica Credit Union,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3742,Data Breach Web Report 2021 Final,23276,2021-10-07,"Ritz Holman, LLP",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,Yes,2021
3743,Data Breach Web Report 2021 Final,23277,2021-10-07,Diocese of Paterson,Electronic,Yes,21.0,Yes,No,No,No,Yes,No,No,2021
3744,Data Breach Web Report 2021 Final,23278,2021-10-07,The Cook Group,Electronic,Yes,8.0,Yes,Yes,No,No,Yes,No,No,2021
3745,Data Breach Web Report 2021 Final,23265,2021-10-08,EMJ Corporation,Electronic,Yes,76.0,Yes,No,No,No,Yes,No,No,2021
3746,Data Breach Web Report 2021 Final,23266,2021-10-08,Premier Patient Health Care,Electronic,Yes,8.0,No,No,No,No,No,No,No,2021
3747,Data Breach Web Report 2021 Final,23267,2021-10-08,ReproSource Fertility Diagnostics Inc,Electronic,Yes,1736.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3748,Data Breach Web Report 2021 Final,23268,2021-10-08,Plumsted Township,Electronic,Yes,8.0,Yes,No,Yes,No,Yes,No,No,2021
3749,Data Breach Web Report 2021 Final,23269,2021-10-08,"Terrier Media Buyer, Inc. dba Cox Media Group",Electronic,Yes,612.0,Yes,Yes,Yes,No,Yes,No,No,2021
3750,Data Breach Web Report 2021 Final,23270,2021-10-08,"Lester Electrical of Nebraska, Inc.",Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3751,Data Breach Web Report 2021 Final,23271,2021-10-08,WINCHESTER SAVINGS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3752,Data Breach Web Report 2021 Final,23272,2021-10-08,Pacific City Bank,Electronic,Yes,23.0,Yes,No,No,No,Yes,No,No,2021
3753,Data Breach Web Report 2021 Final,23252,2021-10-10,The Cooperative Bank of Cape Cod,Electronic,No,254.0,No,No,No,Yes,No,No,No,2021
3754,Data Breach Web Report 2021 Final,23258,2021-10-11,People's United Bank,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3755,Data Breach Web Report 2021 Final,23259,2021-10-11,"Timios, Inc.",Electronic,Yes,572.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3756,Data Breach Web Report 2021 Final,23260,2021-10-11,Koelnmesee Inc,Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2021
3757,Data Breach Web Report 2021 Final,23261,2021-10-11,Commercial Foodservice Repair d/b/a Tech-24,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3758,Data Breach Web Report 2021 Final,23262,2021-10-11,"Citibank, N.A.",Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
3759,Data Breach Web Report 2021 Final,23263,2021-10-11,Lincoln Financial Group,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3760,Data Breach Web Report 2021 Final,23264,2021-10-11,Riverbay Corporation,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3761,Data Breach Web Report 2021 Final,23254,2021-10-12,Salem Five Cents Savings Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2021
3762,Data Breach Web Report 2021 Final,23256,2021-10-12,Eagle Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3763,Data Breach Web Report 2021 Final,23257,2021-10-12,National Community Renaissance of California,Electronic,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,2021
3764,Data Breach Web Report 2021 Final,23291,2021-10-12,"Copeland Development & Construction Co., Inc.",Electronic,Yes,1.0,Yes,No,No,Yes,Yes,No,No,2021
3765,Data Breach Web Report 2021 Final,23292,2021-10-12,St. Cloud Financial Credit Union,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3766,Data Breach Web Report 2021 Final,23293,2021-10-12,The Village Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3767,Data Breach Web Report 2021 Final,23294,2021-10-13,"Eastwood Holdco, LLC",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3768,Data Breach Web Report 2021 Final,23295,2021-10-13,American Osteopathic Association,Electronic,Yes,84.0,Yes,Yes,No,No,Yes,No,No,2021
3769,Data Breach Web Report 2021 Final,23296,2021-10-13,Magers & Quinn,Electronic,Yes,22.0,No,No,No,Yes,Yes,No,No,2021
3770,Data Breach Web Report 2021 Final,23248,2021-10-13,University of Massachusetts Chan Medical School's Disability Community Based Solutoins,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2021
3771,Data Breach Web Report 2021 Final,23249,2021-10-13,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3772,Data Breach Web Report 2021 Final,23250,2021-10-13,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3773,Data Breach Web Report 2021 Final,23251,2021-10-13,"Lion Street Financial, LLC",Electronic,Yes,64.0,Yes,Yes,Yes,No,Yes,No,No,2021
3774,Data Breach Web Report 2021 Final,23253,2021-10-13,"Coinbase, Inc.",Electronic,No,98.0,No,No,No,No,Yes,No,No,2021
3775,Data Breach Web Report 2021 Final,23285,2021-10-14,MutualOne Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3776,Data Breach Web Report 2021 Final,23286,2021-10-14,MutualOne Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3777,Data Breach Web Report 2021 Final,23287,2021-10-14,MutualOne Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3778,Data Breach Web Report 2021 Final,23288,2021-10-14,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3779,Data Breach Web Report 2021 Final,23289,2021-10-14,MoneyLion Inc.,Electronic,Yes,53.0,No,Yes,No,No,No,No,No,2021
3780,Data Breach Web Report 2021 Final,23297,2021-10-14,Adams Community Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3781,Data Breach Web Report 2021 Final,23298,2021-10-14,The Connell Company,Electronic,Yes,45.0,Yes,Yes,Yes,No,Yes,No,No,2021
3782,Data Breach Web Report 2021 Final,23299,2021-10-14,Newbridge Securities Corporation,Electronic,Yes,607.0,Yes,Yes,No,No,Yes,No,No,2021
3783,Data Breach Web Report 2021 Final,23300,2021-10-14,Albion Dispensing Solutions,Electronic,Yes,1.0,No,No,No,Yes,Yes,No,No,2021
3784,Data Breach Web Report 2021 Final,23301,2021-10-14,Ark Naturals,Electronic,Yes,8.0,Yes,Yes,No,Yes,Yes,No,No,2021
3785,Data Breach Web Report 2021 Final,23302,2021-10-14,"Stone Pigman Walther Wittman, L.L.C.",Electronic,Yes,14.0,Yes,No,Yes,No,Yes,No,No,2021
3786,Data Breach Web Report 2021 Final,23303,2021-10-14,The Public School and Education Employees Retirement Systems of Missouri,Electronic,Yes,138.0,Yes,Yes,No,No,Yes,No,No,2021
3787,Data Breach Web Report 2021 Final,23304,2021-10-14,"Elevated Title, LLC",Electronic,Yes,17.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3788,Data Breach Web Report 2021 Final,23305,2021-10-14,Securatex Ltd.,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3789,Data Breach Web Report 2021 Final,23306,2021-10-14,"Tower Laboratories, Ltd.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3790,Data Breach Web Report 2021 Final,23307,2021-10-15,St. Mary's Credit Union,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3791,Data Breach Web Report 2021 Final,23308,2021-10-15,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3792,Data Breach Web Report 2021 Final,23309,2021-10-15,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3793,Data Breach Web Report 2021 Final,23310,2021-10-15,Walters & Mason Retail Inc. d/b/a Altar'd State,Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2021
3794,Data Breach Web Report 2021 Final,23311,2021-10-15,"SA Stone Wealth Management, Inc.",Electronic,Yes,13.0,Yes,Yes,Yes,No,Yes,No,No,2021
3795,Data Breach Web Report 2021 Final,23312,2021-10-15,"OpenClose, a DBA of Beanstalk Networks, LLC",Electronic,No,6.0,Yes,No,No,No,Yes,No,No,2021
3796,Data Breach Web Report 2021 Final,23313,2021-10-15,"Lexington Eye Associates, Inc.",Both,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2021
3797,Data Breach Web Report 2021 Final,23314,2021-10-15,"American Express Travel Related Services Company, Inc.",Electronic,No,8.0,No,No,No,Yes,No,No,No,2021
3798,Data Breach Web Report 2021 Final,23315,2021-10-15,Umass Memorial Health,Electronic,Yes,2967.0,Yes,Yes,Yes,No,Yes,No,No,2021
3799,Data Breach Web Report 2021 Final,23316,2021-10-15,PetroQuest Energy LLC,Electronic,Yes,32.0,Yes,No,No,No,Yes,No,No,2021
3800,Data Breach Web Report 2021 Final,23317,2021-10-15,Environmental Control LLC d/b/a ENCON Heating & AC,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
3801,Data Breach Web Report 2021 Final,23318,2021-10-16,The Leona Group,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3802,Data Breach Web Report 2021 Final,23319,2021-10-17,"SunBelt Xpress Logistics, Inc.",Electronic,Yes,1.0,Yes,Yes,Yes,No,Yes,No,No,2021
3803,Data Breach Web Report 2021 Final,23284,2021-10-18,"American Express Travel Related Services Company, Inc",Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3804,Data Breach Web Report 2021 Final,23322,2021-10-18,WINCHESTER SAVINGS BANK,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
3805,Data Breach Web Report 2021 Final,23323,2021-10-18,Adams Community Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3806,Data Breach Web Report 2021 Final,23324,2021-10-18,"Family of Woodstock, Inc",Electronic,Yes,47.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3807,Data Breach Web Report 2021 Final,23326,2021-10-18,"Sanders Equities, LLC",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3808,Data Breach Web Report 2021 Final,23328,2021-10-18,World Travel Holdings,Electronic,Yes,128.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3809,Data Breach Web Report 2021 Final,23329,2021-10-18,Buddhist Tzu Chi Foundation,Electronic,Yes,159.0,Yes,No,No,No,Yes,No,No,2021
3810,Data Breach Web Report 2021 Final,23330,2021-10-19,"Taco John's International, Inc",Electronic,Yes,1.0,Yes,No,No,Yes,Yes,No,No,2021
3811,Data Breach Web Report 2021 Final,23331,2021-10-19,"American Express Travel Related Services Company, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3812,Data Breach Web Report 2021 Final,23332,2021-10-19,"American Express Travel Related Services Company, Inc.",Electronic,No,22.0,No,No,No,Yes,No,No,No,2021
3813,Data Breach Web Report 2021 Final,23333,2021-10-19,"Direct Travel, Inc.",Electronic,No,52.0,No,No,Yes,No,No,No,No,2021
3814,Data Breach Web Report 2021 Final,23334,2021-10-19,"American Express Travel Related Services Company, Inc.",Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3815,Data Breach Web Report 2021 Final,23320,2021-10-19,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3816,Data Breach Web Report 2021 Final,23335,2021-10-20,"HEPACO, Inc",Electronic,Yes,15.0,Yes,No,Yes,Yes,Yes,No,No,2021
3817,Data Breach Web Report 2021 Final,23336,2021-10-20,"SPRING MILL PARTNERS, LLC",Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
3818,Data Breach Web Report 2021 Final,23338,2021-10-20,"Cedar Risk Management and Insurance Services, Inc.",Electronic,Yes,1.0,No,No,Yes,No,Yes,No,No,2021
3819,Data Breach Web Report 2021 Final,23339,2021-10-20,"J.B. Hunt Transport, Inc.",Electronic,No,2825.0,Yes,No,No,No,Yes,No,No,2021
3820,Data Breach Web Report 2021 Final,23340,2021-10-20,"Toyo Tanso, USA",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3821,Data Breach Web Report 2021 Final,23341,2021-10-20,Cabico & co,Electronic,Yes,5.0,Yes,No,No,No,Yes,No,No,2021
3822,Data Breach Web Report 2021 Final,23342,2021-10-21,Urban Resource Institute,Electronic,No,35.0,Yes,Yes,Yes,No,Yes,No,No,2021
3823,Data Breach Web Report 2021 Final,23343,2021-10-21,Phil Long Dealerships,Electronic,Yes,5.0,Yes,Yes,Yes,No,Yes,No,No,2021
3824,Data Breach Web Report 2021 Final,23344,2021-10-21,"Wallick & Volk, Inc",Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2021
3825,Data Breach Web Report 2021 Final,23345,2021-10-21,"Peabody Properties, Inc.",Electronic,No,15.0,Yes,No,No,No,Yes,No,No,2021
3826,Data Breach Web Report 2021 Final,23346,2021-10-21,"Highlands Ranch Community Association, Inc",Electronic,Yes,5.0,No,Yes,No,No,No,No,No,2021
3827,Data Breach Web Report 2021 Final,23347,2021-10-21,Rockland Trust,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
3828,Data Breach Web Report 2021 Final,23348,2021-10-21,"American Furniture Manufacturing, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3829,Data Breach Web Report 2021 Final,23349,2021-10-21,Rockland Trust,Electronic,Yes,2.0,No,Yes,No,No,No,No,No,2021
3830,Data Breach Web Report 2021 Final,23350,2021-10-21,Fidelity Brokerage Services LLC,Electronic,Yes,2.0,Yes,Yes,No,No,Yes,No,No,2021
3831,Data Breach Web Report 2021 Final,23351,2021-10-21,"SCUF Gaming International, LLC",Electronic,No,691.0,No,No,No,Yes,No,No,No,2021
3832,Data Breach Web Report 2021 Final,23352,2021-10-21,Smile Brands Inc.,Electronic,Yes,247.0,Yes,Yes,No,No,Yes,No,No,2021
3833,Data Breach Web Report 2021 Final,23353,2021-10-21,"Kerasotes Showplace Theatres, LLC",Electronic,Yes,307.0,Yes,Yes,No,No,Yes,No,No,2021
3834,Data Breach Web Report 2021 Final,23321,2021-10-21,Prudential,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3835,Data Breach Web Report 2021 Final,23364,2021-10-22,"Sierra Wireless, Inc.",Electronic,Yes,12.0,Yes,Yes,Yes,No,Yes,No,No,2021
3836,Data Breach Web Report 2021 Final,23365,2021-10-22,People's United Bank,Both,Yes,6.0,Yes,Yes,No,No,Yes,No,No,2021
3837,Data Breach Web Report 2021 Final,23366,2021-10-22,"Star Group, L.P.",Electronic,Yes,461.0,Yes,No,No,No,Yes,No,No,2021
3838,Data Breach Web Report 2021 Final,23367,2021-10-22,Smith Protective Management,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3839,Data Breach Web Report 2021 Final,23368,2021-10-22,Aspen American Insurance Company,Electronic,No,6.0,Yes,No,No,No,Yes,No,No,2021
3840,Data Breach Web Report 2021 Final,23370,2021-10-22,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3841,Data Breach Web Report 2021 Final,23363,2021-10-24,Kleinberg Lange Cuddy & Carlo LLP,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3842,Data Breach Web Report 2021 Final,23371,2021-10-25,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3843,Data Breach Web Report 2021 Final,23362,2021-10-25,"Personal Legal Plans, Inc. and Personal Legal Plans of GA, Inc.",Electronic,Yes,6.0,Yes,Yes,No,No,Yes,No,No,2021
3844,Data Breach Web Report 2021 Final,23357,2021-10-25,"Sheridan Production Company III, LLC",Electronic,Yes,159.0,Yes,Yes,Yes,No,Yes,No,No,2021
3845,Data Breach Web Report 2021 Final,23358,2021-10-25,Cambridge Advisors,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3846,Data Breach Web Report 2021 Final,23359,2021-10-25,St. Mary's Credit Union,Electronic,No,5.0,No,No,No,Yes,No,No,No,2021
3847,Data Breach Web Report 2021 Final,23360,2021-10-25,"Silhouette America, Inc",Electronic,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,2021
3848,Data Breach Web Report 2021 Final,23361,2021-10-26,"Standish Management, LLC",Electronic,Yes,2.0,Yes,Yes,No,No,Yes,No,No,2021
3849,Data Breach Web Report 2021 Final,23372,2021-10-26,"C.B. Fleet Company, Inc., a Prestige Consumer Healthcare
company",Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3850,Data Breach Web Report 2021 Final,23373,2021-10-26,"McAllen Surgical Specialty Center, Ltd.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3851,Data Breach Web Report 2021 Final,23354,2021-10-26,"American Express Travel Related Services Company, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3852,Data Breach Web Report 2021 Final,23355,2021-10-26,St. Mary's Credit Union,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
3853,Data Breach Web Report 2021 Final,23386,2021-10-26,"H. Betti Industries, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3854,Data Breach Web Report 2021 Final,23387,2021-10-26,"American Express Travel Related Services Company, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3855,Data Breach Web Report 2021 Final,23388,2021-10-26,The Wedge Medical Center,Electronic,Yes,4.0,Yes,Yes,No,No,Yes,No,No,2021
3856,Data Breach Web Report 2021 Final,23389,2021-10-26,Emergency Nurses Association,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
3857,Data Breach Web Report 2021 Final,23385,2021-10-27,"Trucent, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3858,Data Breach Web Report 2021 Final,23378,2021-10-27,"Snider Tire, Inc.",Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2021
3859,Data Breach Web Report 2021 Final,23379,2021-10-27,Paladin Advisors,Electronic,Yes,78.0,Yes,Yes,Yes,No,Yes,No,No,2021
3860,Data Breach Web Report 2021 Final,23380,2021-10-27,California Physicians' Services d/b/a Blue Shield of California,Electronic,Yes,2.0,No,No,No,No,Yes,No,No,2021
3861,Data Breach Web Report 2021 Final,23381,2021-10-27,"Primary Residential Mortgage, Inc.",Electronic,Yes,701.0,Yes,No,No,No,Yes,No,No,2021
3862,Data Breach Web Report 2021 Final,23383,2021-10-27,Charter Next Generation,Electronic,Yes,178.0,Yes,Yes,No,No,Yes,No,No,2021
3863,Data Breach Web Report 2021 Final,23375,2021-10-28,"The Dolben Company, Inc.",Electronic,Yes,683.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3864,Data Breach Web Report 2021 Final,23376,2021-10-28,Gorilla Circuits,Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2021
3865,Data Breach Web Report 2021 Final,23377,2021-10-28,St. Marys Credit Union,Electronic,No,6.0,No,No,No,Yes,No,No,No,2021
3866,Data Breach Web Report 2021 Final,23390,2021-10-28,Main Street Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3867,Data Breach Web Report 2021 Final,23391,2021-10-28,"Strategic Benefits Advisors, Inc.",Electronic,Yes,144.0,Yes,No,No,No,No,No,No,2021
3868,Data Breach Web Report 2021 Final,23392,2021-10-28,Surdna Foundation,Electronic,Yes,12.0,Yes,No,No,Yes,Yes,No,No,2021
3869,Data Breach Web Report 2021 Final,23393,2021-10-28,Certified Automotive Lease Corp. dba CAL Automotive,Electronic,Yes,5268.0,Yes,Yes,Yes,No,Yes,No,No,2021
3870,Data Breach Web Report 2021 Final,23394,2021-10-28,BPM LLP,Electronic,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2021
3871,Data Breach Web Report 2021 Final,23395,2021-10-29,"Community Medical Centers, Inc.",Electronic,Yes,9.0,Yes,No,No,No,Yes,No,No,2021
3872,Data Breach Web Report 2021 Final,23396,2021-10-29,"Aronsohn Weiner Salerno & Kaufman, P.C.",Electronic,Yes,2.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3873,Data Breach Web Report 2021 Final,23397,2021-10-29,"AGI Publishing, Inc. d/b/a Valley Yellow Pages",Electronic,Yes,13.0,Yes,No,No,No,Yes,No,No,2021
3874,Data Breach Web Report 2021 Final,23398,2021-10-29,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3875,Data Breach Web Report 2021 Final,23399,2021-10-29,Adams Community Bank,Electronic,No,9.0,No,No,No,Yes,No,No,No,2021
3876,Data Breach Web Report 2021 Final,23400,2021-10-29,"Butterball, LLC",Electronic,Yes,3.0,No,No,Yes,No,Yes,No,No,2021
3877,Data Breach Web Report 2021 Final,23401,2021-10-29,St Mary's Credit Union,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3878,Data Breach Web Report 2021 Final,23402,2021-10-29,St Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
